title,description
"Project QA Engineer Corporate overviewAker Solutions is a global provider of products, systems and services to the oil and gas industry. Our engineering, design and technology bring discoveries into production and maximize recovery from each petroleum field. We employ approximately 28,000 people in about 30 countries. Go to #URL_0fa3f7c5e23a16de16a841e368006cae916884407d90b154dfef3976483a71ae# for more information on our business, people and values.We are looking for individuals who are prepared to take a position. Not only a position within Aker Solutions, but also a position on the exciting challenges the global oil and gas industry faces now and in the futureAker Solutions is a leading global provider of engineering and technology, products and service solutions to the Oil &amp; Gas industry.At Aker Solutions we offer an ocean of opportunities. Our people are our biggest asset and our business relies on their abilities to win projects and execute them to the highest standards. We are committed to developing our people’s capabilities through challenging tasks supported by excellent training and development opportunities.All our major achievements are team efforts. We are looking for dedicated team players who like to be part of a winning team, who meet challenges head on to serve our customers’ needs.Responsibilities and tasks •Act as Quality Manager for each project by supporting, aligning and communicating with the project team in meeting client quality related requirements•Ensuring that any changes in the requirements are adequately captured, communicated and implemented•Adhere to and support the quality management system compliant with the requirements of #URL_2c3401bb7c136976503a40fef98a3a9f7d9e6de09897b624fc786f0d955481f7#.•Be the client point of contact for quality related matters•Undertake pre-PEM (Project Execution Model)/SEM (Service Execution Model) gate review audit with project /service team•Attend all project PEM/SEM gate reviews, ensuring compliance to the PEM/SEM process and procedures•Ensure compliance to the Aker business risk process directly and by influence on the project team•Create metrics and reporting for and on behalf of the project team for both internal and external communication•Conduct Internal, Project, inter-company or external quality audits as required by the audit schedules•Facilitate project audits by clients or inter-company representatives•Review lessons learnt register to identify those lessons that are beyond project specific and communicate to others and produce Lessons Learnt bulletins as required•Support any new Quality Initiatives as required.•Identify and launch the ""Just Care"" approach where quality related events would benefit.•Support Project Manager to ensure that the quality culture is maintained throughout the project life-cycle.•Action, review and close out Project specific and general Quality SYNERGI cases. Qualifications &amp; personal attributes •A recognised Quality Assurance or Quality Management qualification or HNC/HND or equivalent in engineering discipline •Lead Assessors Course with examination pass (recognised by IRCA)•Formal training in the ISO 9000 StandardsCandidates/job-holders without the relevant formal qualifications above but possessing other academic or vocational qualifications or who can demonstrate a greater level of relevant practical experience with a proven track-record may be considered equally competent.•Create a culture of continuous improvement.•Encourage a high level of performance in self and others.•Be able to establish, maintain and develop customer relations.•Provide a high level of internal and external customer satisfaction.•Work as part of a team and exercise tolerance and consistency when dealing with others.•Be a self starter, capable of working on own initiative in order to achieve tasks and overcome problems as well as provide direction for others.•Proactive, flexible and decisive with the ability to be innovative and challenging in line with Company values.•Be accommodating and receptive to change.•Good time-management and organisational skills•Confident communicator - verbal and written.•Good contractual and commercial awareness.•Good presentation skills Aker Solutions is a global provider of products, systems and services to the oil and gas industry. Our engineering, design and technology bring discoveries into production and maximize recovery from each petroleum field. We employ approximately 28,000 people in about 30 countries. Go to #URL_0fa3f7c5e23a16de16a841e368006cae916884407d90b154dfef3976483a71ae# for more information on our business, people and values.",1
"Customer Service/Accounting Clerk  Cigna Inc is a prolific company seeking a self-motivated, details oriented person for managing customer service in our new (small but rapidly growing) retail sector and assisting with some general accounting work. The ideal candidate will have at least one year experience with Quickbooks and Excel and be willing to learn. As a member of a small team, candidates must be adaptable in crunch situations and able to wear many hats. General duties:Customer Service:- Answer phones to address customer needs- Generate and finalize customer agreements- Distribute, ship/receive and track equipment leases and sales- Assist in inventory management- Maintain customer recordsAccounting:- Post customer payments &amp; manage collections- Light to moderate billing duties- Manage accounts payable- Information and file management, receive and post mail, other duties as assigned Attention to Detail, Confidentiality, Thoroughness, Decision Making, Independence, Analyzing Information , Results Driven, Energy Level. ",1
"Operations/Customer Care Intern We're Food52, a community for people who love food and cooking, and we're looking for a Customer Care Intern to help us build and scale our e-commerce team. If you’re interested in food, kitchenware, and making people happy, let’s talk!Responsibilities:Help us deliver timely, personal, and all-around exceptional email customer support while maintaining the Food52 voice.Investigate and help resolve customer questions and issues.Help out with preparing for the Provisions Holiday Market, our popup shop!Keep our customers happy this holiday season!Partner closely with product, marketing, and engineering teams to create a close feedback loop between our customers and key customer focused business teams.Assist in the preparation of daily, weekly, and monthly dashboards and reports on key customer care metrics. Experience with customer care customer care programs (brownie points if you’ve been involved in e-commerce before!).Strong ability to organize, prioritize, and communicate well.Energized by the thought of working independently, with a particular passion for problem solving.Be both a self-starter and team player -- a tricky combo!Feel eager about the opportunity to thrive at a start-up (with a test kitchen and lots of free samples)Have a great sense of humor (e.g. think we're funny). We're Food52, and we've created a groundbreaking and award-winning cooking site. We support, connect, and celebrate home cooks, and give them everything they need in one place.We have a top editorial, business, and engineering team. We're focused on using technology to find new and better ways to connect people around their specific food interests, and to offer them superb, highly curated information about food and cooking. We attract the most talented home cooks and contributors in the country; we also publish well-known professionals like Mario Batali, Gwyneth Paltrow, and Danny Meyer. And we have partnerships with Whole Foods Market and Random House.Food52 has been named the best food website by the James Beard Foundation and IACP, and has been featured in the New York Times, NPR, Pando Daily, TechCrunch, and on the Today Show.We're located in Chelsea, in New York City.",0
"CUSTOMER SERVICES REP( FULL TIME POSITION) DescriptionDUTIES INCLUDE BUT ARE NOT LIMITED TO:Perform all components of call processing, and adheres to Call Audit Tool.Reviews calls with Manager to meet Call Audit requirements.Performs accurate data entry at time of call.Communicates appropriately and clearly to departmental management, co-workers and callers.Treat callers with respect and dignity; ensures confidentiality of each person's data.Speak with a pleasant, professional telephone voice.Responsible for reviewing productivity stats/information as communicated by your Manager.Ensures that performance standards for hold time are met.  (less than 2 minutes on average).Ensures that performance standards for abandonment rate are met.  (less than 5% of total calls received).Ensures that performance standards for hold time are met.  (less than 2 minutes on average)Responsible for knowing addresses, telephone numbers, hospital services and classes offered.Document all inquires for statistical purposes.Maintain confidentiality of all interactions.Document call tracking information.Keep self and telephone available for calls unless otherwise assigned.Accurately and completely registers callers for classes.Able to discuss with callers the hospital services, directions, etc.Ensure that call documentation meets current standards and policies.Performs other specific duties as assigned by Manager (examples include sending rosters, processing daily mail - both incoming and outgoing, calling registrants with changes, updates and cancellations, etc.)Demonstrates knowledge of eCentaurus  which enables CSR to assist callers as quickly as possible.Practice and adhere to the ""Code of Conduct"" philosophy and ""Mission and Value Statement""Other duties as assigned. Communication - communicates clearly and concisely, verbally and in writingCustomer orientation - establishes and maintains long-term customer relationships, building trust and respect by consistently meeting and exceeding expectationsInterpersonal skills - able to work effectively with other employees, patients and external partiesPC skills - demonstrates proficiency in PC applications as requiredPolicies &amp; Procedures - demonstrates knowledge and understanding of organizational policies, procedures and systemsBasic skills  - able to perform basic mathematical calculations, balance and reconcile figures, punctuate properly, spell correctly and transcribe accurately Our globally connected world has forced businesses to rethink how they communicate. Mobile lifestyles, a flood of technology, economic pressures and an “always on” mentality have created both opportunity and challenges for organizations of all sizes. Mitel® (NASDAQ: MITL) (TSX: MNW) is a global leader in business communications that easily connect employees, partners and customers -- anywhere, anytime and over any device, for the smallest business to the largest enterprise. Mitel offers customers maximum choice with one of the industry’s broadest portfolios and the best path to the cloud. With more than US$1 billion in combined annual revenue, 60 million customers worldwide, and #1 market share in Western Europe, Mitel is a clear market leader in business communications.",1
"CASH In Hand Job (Part-Time Staff Needed) CASH In Hand Job (Part-Time Staff Needed)You can do it all from home, in your free time, at your own place.Spend 30 minutes or 1 hours a day &amp; Get biggest cash.You can work in the morning, afternoon, or at night.Perfect for everyone then start immediately.Can earn $400 to $450 extra per day.No any experience required.Zero start-up fee, Visit here:-#URL_7ebe37f71633be1b80547d6f213cb0075a63b6ced35281bfa5c067b5c685f04c#-rg.info No any experience required. ",1
"RN OR Circulator  Apply using below link#URL_acc13645508c15bb34a3d8b375e426d8daaa5e816ff9cbbf2e580a9366d886bd#Fayetteville, GAMake an impact, without working weekends and holidays!The Southern Orthopaedic Surgery Center of Fayetteville, is currently seeking an experienced Operating Room Circulator. You will be an integral member of our patient care team in our Fayetteville, physician-owned ASC, having a direct impact on our success. Steadily growing volume. Full-time and PRN options available. We require some flexibility in scheduling for patient load during the week, but won't require you to work weekends or holidays.Service and Teamwork are more than words here. They are the foundation of our service philosophy, as we strive toward regional and national recognition as a center of excellence. Our physicians are all Fellowship Trained in a sub-specialty. They treat patients with general orthopaedic injuries, focusing on their designated sub-specialty, including: Sports Medicine, Hand and Upper Extremity, Spine, Shoulders, Foot and Ankle, or Total Joint.Requires:• Graduate of accredited School of Nursing• Current GA RN license• Ideal candidate is able to scrub and circulate• ACLS certification• Outpatient experience required• Knowledge of Orthopedics and experience in an ASC setting desirablePlease send resume to: , or fax: .EOE  ",1
"Urgently Required System Administrator for  Bahrain Greetings from VAM SYSTEMS…..VAM SYSTEMS is a Business Consulting, IT Solutions and Services company with operations in UAE, Qatar, Bahrain, USA, Australia, Singapore &amp; India. We offers a comprehensive list of services in the field of IT infrastructure management, Cloud services, IT Consulting Services, Banking, Management Resources, Information Technology Development, Telecom, Aviation, Retail Management &amp; eGovernment offerings.VAM SYSTEMS is currently looking for System Administrator for our Bahrain operations.Certifications:-MCSA and vmware certification.Experience required: 5+ yearsTerms and conditions: Joining time frame: 2 weeks (maximum 1 month).The selected candidates shall join VAM SYSTEMS – Bahrain and shall be deputed to one of the leading organizations in Bahrain.Should you be interested in this opportunity, please send your latest resume in MS Word format at the earliest at #EMAIL_b08cf5e4101b4b7b7594fe3081f94f7f9a0f2d6192fb5d4a1a72ecf03c816e83# or call us  #PHONE_18a826c883d3d597793b4d350191430bd42ce0b93fe27a781a52e8a89e9ba78f#.            ",1
"Clinical Director - Surgical Services   Apply using below link#URL_cf955625ede97e1444d64f9efbdd5c61a812c7444ce84be35525380f7549cf19#Clinical Director - Surgical ServicesPocono Health System (PHS) is unwavering in our commitment to meeting the diverse healthcare needs for the people of Monroe County, PA. Our continued growth has created opportunities for a dynamic and experienced Nurse Leader to join us in a senior level role.As the Clinical Director, we'll look to you to oversee the efficient operations of the OR, Post Anesthesia Care Unit, GI Lab, Central Sterile and Same Day Surgery units; ensuring the delivery of quality patient care services and compliance with regulations, JCAHO and federal requirements.You'll be responsible for identifying Process Improvement (PI) issues and assisting PI teams in designing solutions; developing unit budgets and monitoring costs; evaluating staff; and assisting senior management with strategic planning.Requirements:* PA licensed RN* BSN; Master's in health related or business field preferred* At least 3 yrs of surgical experience* 2-5 yrs of experience in a management role* Demonstrated leadership abilities in personnel and resource management* Strong interpersonal and organizational skillsWe are proud to offer a competitive compensation package.Candidates should submit a detailed CV to:Lea Power Carpenter, Recruitment ManagerYou can also apply online at:At Pocono Health System, we are second to none in our commitment in caring for our patients and superior healthcare. Located between New York City and Philadelphia in the scenic Pocono Mountains in northeastern PA, we are a growing organization. Everyone at PHS is aligned to our mission, vision and values ensuring excellence is continued and embraced at every level within our organization.PHS is an EEOC employerOur Values - INTEGRITY - RESPECT - TEAMWORK  ",1
"Office Assistant III Supervises assigned clerical employees and provides training and assistance as necessary.Maintains manual and automated file systems to include a large, complex system.Codes, classifies, posts and compiles information for use by others.Verifies and registers documents; assigns file number and affixes seal as appropriate. Reviews forms, documents and other materials for accuracy and completeness.Provides assistance to staff and public as required.Responds to inquiries and searches files for requested information to include the more complex searches.Performs computations and verifies figures.Maintains logs and records of equipment, inventory, costs, services performed, documents received, and charges to be assessed; may also maintain employee attendance and leave records. High school diploma or General Education Development certificate (GED) and four years of clerical/administrative experience, two years which must have been as an Office Assistant II, or equivalent.Two years of post high school education can be substituted for two years of clerical/administrative experience if the curriculum included course work related to the work performed by the Office or Executive Assistant classes. ",1
"   Environmental Technician I Why Choose AECOM? Imagine working for a truly global company whose 45,000 employees share a singular passion: to make the world a better place. We enjoy what we do at AECOM. We bring projects to life in the cities and communities in which we work, and we’re driven by a set of values and a common purpose — to create, enhance and sustain the world’s built, natural and social environments. Innovation is built into every project we manage and every community we serve. We’ll provide you support in an environment that allows you to grow and succeed. Come share your passion with us.About the Business Line Environment:Our team of environment specialists offers clients expertise in air quality, impact analysis and permitting, environmental health and safety management consulting/due diligence, remediation consulting/engineering and construction/site restoration, specialty and emerging technologies, waste services and water and natural resources.Job Summary: Perform routine operations and maintenance (O&amp;M) and field work associated with remediation systems, including but not limited to operating and maintaining remediation equipment, scheduling and executing routine remediation events, performing environmental sampling, and conducting inspections at project sitesInspect equipment for compliance with specifications and maintaining proper project documentationFrequent travel is expected with the ability to maintain strong communication with office staff during field work. Ensure compliance with strict safety guidelinesWork as part of a team with daily direction from project management Minimum Requirements: HS diploma0-2 years of related consulting experiencePreferred Qualifications: Minor repairs and troubleshooting of systems to maintain proper operationFamiliarity with electrical systems (motor starters, relays, fuses, switches, etc) strongly preferredAbility to work with minimal supervisionAbility to travel as needed to the field requiredAbility to interact effectively with internal and external clients ",1
"Sr Software Engineer As an advanced global software engineering and IT consulting company, we’re always searching for talented people. Our recruiting process is part of our career development lifecycle that allows current and perspective EPAM employees to realize their career objectives. With tens of thousands of prospective and current employees in our HR databases, we can ensure our growth. Join a multi-national team of aspiring and energetic people with hands-on experience and knowledge in diverse fields. We are professional and fun to work with, we’ll be happy to share what we know to help you smoothly integrate and speed-up your learning curve Bachelor’s Degree in Information Technology or any equivalentExcellent communication skills, and able to perform work independently.Extensive experience in development with .NET C#, ideally related to development of real-time, high performance front end application. Experience in performance tuning and memory usage analysis is preferred. Experience in using and customization of third party library such as Syncfusion is a plusExperience in user interface design with good understandings of usability issues for GUI applicationsDetailed knowledge of Object Oriented theory, its related design patterns, and GUI framework designKnowledge of the latest Microsoft technologies and good practices in software development is a plusAbility to use a range of Software Development tools including IDE such as #URL_080b6808a038bf3a211d702a936f3c856ee9678f46d617e20a890fe234e71629#, Source Control Management tools such as Subversion. Knowledge of continuous integration tools such as TeamCity or #URL_7ced1abd55b51ea4cfcfdde756a8b9f96de3a320436a5ba6b0ecd53a32ad3ccd# is a plus.Experience in the use of both Windows and Unix / Linux operating systems, command line tools, scripting tools and basic system administrationDemonstrable ability to proactively address problems, though problem identification, solution design and deliveryDelivery focused individual with ability to work under pressureClear and concise communicator with the ability to work as part of a geographically distributed team, both across the APAC region and globally ",0
"Project Manager Frequency540 is a full-service agency that works with clients who are eager to matter more, and who need new strategies and tools to do so. Our clients hire us because they long to be in a more meaningful conversation than current transactions allow. We believe what they are seeking is found when purpose, passion and product align. And the result is prosperity for all. If you have found the way agencies have been doing business is not working for you, and you care about being part of something larger than yourself, we are with you. Together, let’s push the boundaries of what is possible. We are looking for talented people to join our team who speak our language in their own strong voice.Job DescriptionThe Project Manager (PM) serves as our digital production expert, managing development of multiple small to medium-sized projects and maintenance requests from concept to delivery. This includes planning and coordinating tasks, managing the output and work flow of onsite and offsite cross-functional teams, and ensuring the on-time, on-budget delivery of digital products. Hands-on experience with online advertising trafficking tools (e.g. Flashtalking, Doubleclick, Mediamind) is a huge plus. In addition, the PM will participate in the on-going improvement of our agency workflow, and will collaborate with other PMs to continuously evolve our PM processes.KEY RESPONSIBILITIES:Manage projects across multiple platforms (desktop, mobile, email) and across various formats (online advertising, online video, landing pages, website)Own and facilitate internal project status meetingsManage multiple dynamic projects simultaneouslyActively track project status, progress, risks and issuesCollaborate with the project team to identify strategies and solutions that will best meet the client’s needs within established constraintsWork with the project team to estimate costs and timing for tasks such as project strategy, functional design, visual design, technology requirements, etc., utilizing established estimating process and toolsAnticipate, trouble shoot and prevent problems before they impact timing, costs and qualityCreate and maintain project documentation such as estimates, project plans, proposals, statements of work, status reports (internal and external), change requests, functional specifications, etc.TRAITS:Ability to maintain the focus, momentum and respect of a core team of staff, freelancers and clients over project life cyclesHandles stressful situations and deadline pressures wellProactive by nature.  Demonstrates a high level of initiative.Demonstrates a high level of organizationEntrepreneurial spirit. Eager to do whatever it takes to move projects forwardDemonstrates problem-solving skills, specifically the ability to assess situations, evaluate options, make decisions, draw conclusions, and exercise judgmentWorks well in a team environment; excellent interpersonal skills, positive attitude and the ability to thrive in a collaborative agency environment Bachelor’s degree requiredMinimum 4 years experience as an Interactive Project Manager within an agency environment, tech company, or similar.Excellent understanding and interest in all things interactive: You must have experience with all types of development, from big site process to quick banner production to social platforms. Work requires willingness to work a flexible schedule and to be available after hours/weekends if issues arise. Frequency540 (FQ540) is a full service digital agency focused on creating prosperity for our clients, our people, and partners. Our backgrounds include social purpose strategy, entrepreneurship, marketing, advertising, design, media, retail and event curation. We’re looking for talented people to join our dynamic team and work with clients including US Cellular, Caterpillar Foundation, and Starwood. ",0
Data Entry Admin/Clerical Positions - Work From Home ACCEPTING ONLINE APPLICATIONS ONLYClick Here To Apply This is a Full Time Temporary Position Lasting for 2 yearsDescriptionValidate and review legal contractual agreements for customers Input contract into contract databases All contracts completed &amp; reviewed within per-determined service level agreement Professional e-mail interaction with customers Scanning and uploading of documents QualificationsHigh School Diploma or Equivalent Professional Communication Skills via e-mail interactionDedicated to the needs of the business Project management skills to assist in facilitating multiple contract rejects Detail oriented Able to multi-taskAbility to work with time sensitive documents Must be able to work independently but able to perform in a team environment when needed. Fast and accurate typist ACCEPTING ONLINE APPLICATIONS ONLYClick Here To Apply  ,1
"Senior Web Engineer (Business Process System) We are looking for a full-time Senior Web Engineer (Business Process System) to start immediately in our office in Berlin-Kreuzberg, Germany.With millions of regular users and more than 7000 hours of premium content, Babbel is growing fast while we are shaping the future of learning.Our flexible cloud-based backend infrastructure consists of multiple high-performance rails services serving more than 20.000 requests per minute to users worldwide via different clients (Android, iOS, Web).You are an experienced Full-Stack developer that loves to solve challenging technical problems working together with ambitious colleagues in a fast-paced environment.Your mission will be to support our Marketing Team to optimize the technical infrastructure for user-acquisition and user-retention in close cooperation with experienced colleagues from other engineering teams.Responsibilities: Work as part of an agile team to deliver internal system for business process and spend managementWork closely together with project manager, finance/controlling team, marketing team and internal IT team to develop the best solution.Identify and implement innovative solutions and ensure long-term stabilityDesigning and developing functionality of the systemEnsure code quality and participate in code reviewsEnsure browser support and compatibility across devicesTake ownership of features, work with the team and stakeholders to implement great functionalityWork closely together with the System Architect and other engineers to ensure an efficient architecture 5+ years experience in software developmentVery good knowledge in Javascript with jQuery application development, at least 3+ years experienceVery good knowledge in PHP development, at least 3+ years experienceGood knowledge in MySQL development, at least 2+ years experienceExperience with design and consumption of REST-based APIsAbility to tackle Frontend performance issuesCan do attitude, great team playerOPTIONAL: Experience with AWS, workflow engines and finance functions   Babbel enables anyone to learn languages in an easy and interactive way. The learning system offers 13 languages, from English to Indonesian. Users with and without previous knowledge can access grammar and thematic courses as well as vocabulary, writing and listening comprehension exercises online and on the go. In addition to the full courses for web, iOS and Android, there are also vocabulary trainer apps for Windows 8 and the Kindle Fire.Babbel is operated by Lesson Nine GmbH in Berlin. The company was founded in August 2007 and now has approximately 250 employees and freelancers and is opening an office in New York City (Lower East Side).",0
"Copywriter Namely is an agile startup dedicated to building an end-to-end Human Capital Management platform for businesses of all sizes – clients like Birchbox, Hailo &amp; Warby Parker all use Namely for People Management. Our users are varied (HR administrators, managers, and average employees), and our clients each have their own culture and policies.We're growing like crazy and need a motivated and hard-working copywriter to develop and champion the voice of the Namely brand across all user-interface and marketing copy. Who are you:Technology and Internet savvy with the ability to quickly learn about new technologies, complex solutions, and customer use cases. A self-starter who can solve problems creatively and work well with a diverse range of team members, in a cross-functional team environment. Specifically marketing, business, design, and engineering.Has excellent project- and time-management skills with the ability to multitask and meet deadlines while maintaining a high level of attention to detail. The ability to adapt to change quickly and tackle unfamiliar tasks and requests with enthusiasm and resourcefulness. Experience or high interest in working within a startup environment.What will you do:Establish and manage brand voice and copy guidelines.Continuously edit and improve existing copy on both our marketing website and functional platform.Assist in driving our thought leadership and content marketing through all forms of written deliverables including, but not limited to, emails, blog posts, ad copy, product announcements, white papers, case studies, web copy, etc...Assist in writing posts for social media such as Twitter, Facebook, and LinkedIn.Write clear, concise and branded user-interface text for the Namely platform. Including capability of grasping complex functionality and describing it in an easy-to-understand style. Required Skills:Expert at establishing and maintaining a brand voice across multiple mediums.Excellent written and verbal communication skills, including attention to detail of proper grammar and tone.Experience with technical/instructional copy (specifically digital)Expertise in user-interface text for web productsExperienced with long-form writing.Industry knowledge is a huge plus! Namely is the leading end-to-end HR and payroll platform for growing companies. Offerings include human payroll, benefits administration, time management, human capital management, performance management, and employee engagement. In addition, each company is assigned its own account manager, available 24/7 for ongoing support and training for each of Namely’s features. Namely is used by some of the world’s most innovative and exciting companies from many industries, including media, technology, commerce, and professional services.",0
"Business Lead Ustwo is an industry leading digital product studio with an expansive portfolio spread across client projects, own IP and most recently ventures.All our work focuses around the main purpose of ‘making a difference’ and also being able to capture the imagination and interest of our teams of designers and developers. We’re particularly passionate around delivering innovative solutions within retail, automotive, energy, health, loyalty and financial services.From a business perspective, our offering is both exciting and challenging, particularly as we open up new business models conversations.As part of our Business Team, this Business Lead opportunity will exclusively focus on increasing the flow of new client opportunities into the business that complements our company vision.Come with your bursting black book, help open new doors and ignite a few fires across your networks. Networker extraordinaire - you’re well connected across the industry and have a waiting list of appointmentsYou enjoy leading complex commercial negotiationsYou're known for your reputation management skillsHave well regarded background building and fostering long term client relationships at all levelsHave in-depth and up-to-date understanding of the marketplace, specifically around full product delivery cycle and UX/lean/agile methodologyAbility to co-define new business strategy and planning  You thrive in a dynamic, highly collaborative and innovative workplacePossess a naturally curious mindsetRelish creating detail and method to abstract ideas and conceptsNice to have...Proven ability to develop innovative new business models for client partnerships ustwo offers you the opportunity to be yourself, whilst delivering the best work on the planet for some of the biggest and most innovative brands. A culture thriving on collaboration underpins what is an amazing work smart/ live well environment.We genuinely care about the work that we deliver and the people who help make it all possible. We only invest in projects, people and practices that we believe in, to ensure we remain excited about every opportunity. ",0
"Administrative Assistant  Why Choose AECOM? Imagine working for a truly global company whose 45,000 employees share a singular passion: to make the world a better place. We enjoy what we do at AECOM. We bring projects to life in the cities and communities in which we work, and we’re driven by a set of values and a common purpose — to create, enhance and sustain the world’s built, natural and social environments. Innovation is built into every project we manage and every community we serve. We’ll provide you support in an environment that allows you to grow and succeed. Come share your passion with us.About the Business Line Government ServicesWe have the international presence, personnel networks and procurement infrastructure to deliver support for any mission, anywhere. We optimize the reliability, availability and sustainability of equipment, logistics systems and facilities for clients around the world. AECOM Government Services supports the U.S. federal government with worldwide program management, planning, design, operations and maintenance, logistics, aviation services, security, international development, environmental and civil engineering and mission and intelligence support.Job Summary:AECOM has been awarded a contract to provide Staffing/Personnel Services associated with ongoing Sadara Chemical Company (Sadara) projects in the U.S. and various countries overseas. This contract includes a broad span of labor resource categories including technical, engineering, administrative and business services, health safety &amp; environment (HSE), QA/QC, maintenance and operations support, and many others.Has office experience and assists the administrator in providing administrative support to the Company Rep. Assists with thepreparation of technical and management presentations. Assists in compilation of various project status reports. Creates and maintains a filing record system to keep material and procedures up to date. Perform other related duties as requested. Must have knowledge of administrative procedures and guidelines.What We Offer: AECOM is a place where you can put your innovative thinking and business skills into high gear and work alongside other highly intelligent and motivated people. It's a place where you can apply your skills to some of the world's most challenging, interesting, and meaningful projects worldwide. It's a place that values the diversity of our areas of practice and our people. It's what makes AECOM a great place to work and grow. AECOM is an Equal Opportunity Employer.  ",1
